HEP Code,HEP Name,Year,State,Cohort,Program,Amount
2235,Edith Cowan University,2011,WA,non-aligned,APA,1651791
2235,Edith Cowan University,2011,WA,non-aligned,IPRS,184900
2235,Edith Cowan University,2011,WA,non-aligned,CTS,55396
2235,Edith Cowan University,2011,WA,non-aligned,RIBG,468822
2235,Edith Cowan University,2011,WA,non-aligned,RTS,4414846
2235,Edith Cowan University,2011,WA,non-aligned,JRE,2190425
2235,Edith Cowan University,2011,WA,non-aligned,SRE,526154
2154,Federation University Australia,2011,VIC,RUN,APA,631015
2154,Federation University Australia,2011,VIC,RUN,IPRS,61633
2154,Federation University Australia,2011,VIC,RUN,RIBG,181519
2154,Federation University Australia,2011,VIC,RUN,RTS,1887109
2154,Federation University Australia,2011,VIC,RUN,JRE,881510
2154,Federation University Australia,2011,VIC,RUN,SRE,205103
3029,Flinders University,2011,SA,IRU,APA,3363000
3029,Flinders University,2011,SA,IRU,IPRS,320399
3029,Flinders University,2011,SA,IRU,CTS,117872
3029,Flinders University,2011,SA,IRU,RIBG,3225024
3029,Flinders University,2011,SA,IRU,RTS,10205038
3029,Flinders University,2011,SA,IRU,JRE,6058593
3029,Flinders University,2011,SA,IRU,SRE,1819193
3032,Griffith University,2011,QLD,IRU,APA,4398422
3032,Griffith University,2011,QLD,IRU,IPRS,431433
3032,Griffith University,2011,QLD,IRU,CTS,155459
3032,Griffith University,2011,QLD,IRU,RIBG,3473217
3032,Griffith University,2011,QLD,IRU,RTS,12941869
3032,Griffith University,2011,QLD,IRU,JRE,7171172
3032,Griffith University,2011,QLD,IRU,SRE,1922505
1019,James Cook University,2011,QLD,IRU,APA,2254445
1019,James Cook University,2011,QLD,IRU,IPRS,211718
1019,James Cook University,2011,QLD,IRU,RIBG,2665022
1019,James Cook University,2011,QLD,IRU,RTS,7808726
1019,James Cook University,2011,QLD,IRU,JRE,3629647
1019,James Cook University,2011,QLD,IRU,SRE,1616484
3020,La Trobe University,2011,VIC,IRU,APA,3560185
3020,La Trobe University,2011,VIC,IRU,IPRS,352392
3020,La Trobe University,2011,VIC,IRU,RIBG,2805756
3020,La Trobe University,2011,VIC,IRU,RTS,11014496
3020,La Trobe University,2011,VIC,IRU,JRE,6085826
3020,La Trobe University,2011,VIC,IRU,SRE,1559856
3025,Macquarie University,2011,NSW,non-aligned,APA,4424381
3025,Macquarie University,2011,NSW,non-aligned,IPRS,431433
3025,Macquarie University,2011,NSW,non-aligned,RIBG,2724901
3025,Macquarie University,2011,NSW,non-aligned,RTS,12077084
3025,Macquarie University,2011,NSW,non-aligned,JRE,5523675
3025,Macquarie University,2011,NSW,non-aligned,SRE,1868784
3035,Monash University,2011,VIC,Go8,APA,15306900
3035,Monash University,2011,VIC,Go8,IPRS,1540833
3035,Monash University,2011,VIC,Go8,CTS,531676
3035,Monash University,2011,VIC,Go8,RIBG,19862907
3035,Monash University,2011,VIC,Go8,RTS,46794973
3035,Monash University,2011,VIC,Go8,JRE,24195947
3035,Monash University,2011,VIC,Go8,SRE,10201371
1034,Murdoch University,2011,WA,IRU,APA,2502654
1034,Murdoch University,2011,WA,IRU,IPRS,273351
1034,Murdoch University,2011,WA,IRU,RIBG,1685301
1034,Murdoch University,2011,WA,IRU,RTS,8536538
1034,Murdoch University,2011,WA,IRU,JRE,5421017
1034,Murdoch University,2011,WA,IRU,SRE,1069358
3042,Queensland University of Technology,2011,QLD,non-aligned,APA,5629047
3042,Queensland University of Technology,2011,QLD,non-aligned,IPRS,572108
3042,Queensland University of Technology,2011,QLD,non-aligned,CTS,206926
3042,Queensland University of Technology,2011,QLD,non-aligned,RIBG,3558510
3042,Queensland University of Technology,2011,QLD,non-aligned,RTS,16080734
3042,Queensland University of Technology,2011,QLD,non-aligned,JRE,8841642
3042,Queensland University of Technology,2011,QLD,non-aligned,SRE,2153470
3034,Royal Melbourne Institute of Technology,2011,VIC,ATN,APA,4228812
3034,Royal Melbourne Institute of Technology,2011,VIC,ATN,IPRS,440843
3034,Royal Melbourne Institute of Technology,2011,VIC,ATN,CTS,117023
3034,Royal Melbourne Institute of Technology,2011,VIC,ATN,RIBG,1802416
3034,Royal Melbourne Institute of Technology,2011,VIC,ATN,RTS,13744456
3034,Royal Melbourne Institute of Technology,2011,VIC,ATN,JRE,5553970
3034,Royal Melbourne Institute of Technology,2011,VIC,ATN,SRE,1186533
3038,Southern Cross University,2011,NSW,RUN,APA,1322215
3038,Southern Cross University,2011,NSW,RUN,IPRS,123267
3038,Southern Cross University,2011,NSW,RUN,CTS,48493
3038,Southern Cross University,2011,NSW,RUN,RIBG,300724
3038,Southern Cross University,2011,NSW,RUN,RTS,3486329
3038,Southern Cross University,2011,NSW,RUN,JRE,1697924
3038,Southern Cross University,2011,NSW,RUN,SRE,339797
2177,Swinburne University of Technology,2011,VIC,non-aligned,APA,1991047
2177,Swinburne University of Technology,2011,VIC,non-aligned,IPRS,184900
2177,Swinburne University of Technology,2011,VIC,non-aligned,CTS,71849
2177,Swinburne University of Technology,2011,VIC,non-aligned,RIBG,1417114
2177,Swinburne University of Technology,2011,VIC,non-aligned,RTS,6671549
2177,Swinburne University of Technology,2011,VIC,non-aligned,JRE,2526754
2177,Swinburne University of Technology,2011,VIC,non-aligned,SRE,998604
3033,The Australian National University,2011,ACT,Go8,APA,10306662
3033,The Australian National University,2011,ACT,Go8,IPRS,1047767
3033,The Australian National University,2011,ACT,Go8,CTS,354437
3033,The Australian National University,2011,ACT,Go8,RIBG,14140140
3033,The Australian National University,2011,ACT,Go8,RTS,32868095
3033,The Australian National University,2011,ACT,Go8,JRE,15890184
3033,The Australian National University,2011,ACT,Go8,SRE,8034624
3010,The University of Adelaide,2011,SA,Go8,APA,8807257
3010,The University of Adelaide,2011,SA,Go8,IPRS,885450
3010,The University of Adelaide,2011,SA,Go8,RIBG,13231057
3010,The University of Adelaide,2011,SA,Go8,RTS,28583944
3010,The University of Adelaide,2011,SA,Go8,JRE,15286266
3010,The University of Adelaide,2011,SA,Go8,SRE,7135598
3036,The University of Melbourne,2011,VIC,Go8,APA,22136422
3036,The University of Melbourne,2011,VIC,Go8,IPRS,2248441
3036,The University of Melbourne,2011,VIC,Go8,CTS,782711
3036,The University of Melbourne,2011,VIC,Go8,RIBG,30361619
3036,The University of Melbourne,2011,VIC,Go8,RTS,70578754
3036,The University of Melbourne,2011,VIC,Go8,JRE,37573669
3036,The University of Melbourne,2011,VIC,Go8,SRE,17392804
3044,The University of Notre Dame Australia,2011,WA,non-aligned,APA,115916
3044,The University of Notre Dame Australia,2011,WA,non-aligned,IPRS,61633
3044,The University of Notre Dame Australia,2011,WA,non-aligned,CTS,22480
3044,The University of Notre Dame Australia,2011,WA,non-aligned,RIBG,58603
3044,The University of Notre Dame Australia,2011,WA,non-aligned,RTS,330136
3044,The University of Notre Dame Australia,2011,WA,non-aligned,JRE,179650
3044,The University of Notre Dame Australia,2011,WA,non-aligned,SRE,66217
3019,The University of Queensland,2011,QLD,Go8,APA,17573793
3019,The University of Queensland,2011,QLD,Go8,IPRS,1763372
3019,The University of Queensland,2011,QLD,Go8,CTS,637573
3019,The University of Queensland,2011,QLD,Go8,RIBG,23673488
3019,The University of Queensland,2011,QLD,Go8,RTS,55288264
3019,The University of Queensland,2011,QLD,Go8,JRE,29164616
3019,The University of Queensland,2011,QLD,Go8,SRE,10817075
3040,The University of Sydney,2011,NSW,Go8,APA,20664788
3040,The University of Sydney,2011,NSW,Go8,IPRS,2092710
3040,The University of Sydney,2011,NSW,Go8,CTS,709891
3040,The University of Sydney,2011,NSW,Go8,RIBG,28149661
3040,The University of Sydney,2011,NSW,Go8,RTS,63814876
3040,The University of Sydney,2011,NSW,Go8,JRE,35522427
3040,The University of Sydney,2011,NSW,Go8,SRE,14626528
1055,The University of Western Australia,2011,WA,Go8,APA,9947859
1055,The University of Western Australia,2011,WA,Go8,IPRS,998366
1055,The University of Western Australia,2011,WA,Go8,CTS,342897
1055,The University of Western Australia,2011,WA,Go8,RIBG,13526971
1055,The University of Western Australia,2011,WA,Go8,RTS,32482896
1055,The University of Western Australia,2011,WA,Go8,JRE,16218755
1055,The University of Western Australia,2011,WA,Go8,SRE,7051050
2241,University of Canberra,2011,ACT,IRU,APA,1016384
2241,University of Canberra,2011,ACT,IRU,IPRS,105859
2241,University of Canberra,2011,ACT,IRU,RIBG,555089
2241,University of Canberra,2011,ACT,IRU,RTS,2758030
2241,University of Canberra,2011,ACT,IRU,JRE,1754092
2241,University of Canberra,2011,ACT,IRU,SRE,572040
4331,University of Divinity,2011,VIC,non-aligned,APA,257728
4331,University of Divinity,2011,VIC,non-aligned,IPRS,61633
4331,University of Divinity,2011,VIC,non-aligned,RTS,636299
4331,University of Divinity,2011,VIC,non-aligned,JRE,312212
3039,University of New England,2011,NSW,RUN,APA,2303987
3039,University of New England,2011,NSW,RUN,IPRS,229125
3039,University of New England,2011,NSW,RUN,RIBG,964879
3039,University of New England,2011,NSW,RUN,RTS,7075998
3039,University of New England,2011,NSW,RUN,JRE,2965119
3039,University of New England,2011,NSW,RUN,SRE,795464
3013,University of New South Wales,2011,NSW,Go8,APA,17441716
3013,University of New South Wales,2011,NSW,Go8,IPRS,1745494
3013,University of New South Wales,2011,NSW,Go8,CTS,616776
3013,University of New South Wales,2011,NSW,Go8,RIBG,21449461
3013,University of New South Wales,2011,NSW,Go8,RTS,55556075
3013,University of New South Wales,2011,NSW,Go8,JRE,29405167
3013,University of New South Wales,2011,NSW,Go8,SRE,11593490
3014,University of Newcastle,2011,NSW,ATN,APA,4806097
3014,University of Newcastle,2011,NSW,ATN,IPRS,493067
3014,University of Newcastle,2011,NSW,ATN,RIBG,5481602
3014,University of Newcastle,2011,NSW,ATN,RTS,14706808
3014,University of Newcastle,2011,NSW,ATN,JRE,8538861
3014,University of Newcastle,2011,NSW,ATN,SRE,2912950
3027,University of South Australia,2011,SA,ATN,APA,4058461
3027,University of South Australia,2011,SA,ATN,IPRS,419201
3027,University of South Australia,2011,SA,ATN,CTS,144244
3027,University of South Australia,2011,SA,ATN,RIBG,2711901
3027,University of South Australia,2011,SA,ATN,RTS,11700272
3027,University of South Australia,2011,SA,ATN,JRE,7283889
3027,University of South Australia,2011,SA,ATN,SRE,1694439
2201,University of Southern Queensland,2011,QLD,RUN,APA,877590
2201,University of Southern Queensland,2011,QLD,RUN,IPRS,79041
2201,University of Southern Queensland,2011,QLD,RUN,RIBG,276090
2201,University of Southern Queensland,2011,QLD,RUN,RTS,2340347
2201,University of Southern Queensland,2011,QLD,RUN,JRE,1180925
2201,University of Southern Queensland,2011,QLD,RUN,SRE,311962
3045,University of Tasmania,2011,TAS,non-aligned,APA,4538537
3045,University of Tasmania,2011,TAS,non-aligned,IPRS,461074
3045,University of Tasmania,2011,TAS,non-aligned,RIBG,5553624
3045,University of Tasmania,2011,TAS,non-aligned,RTS,14249072
3045,University of Tasmania,2011,TAS,non-aligned,JRE,8091343
3045,University of Tasmania,2011,TAS,non-aligned,SRE,2663686
3016,University of Technology Sydney,2011,NSW,ATN,APA,3644794
3016,University of Technology Sydney,2011,NSW,ATN,IPRS,369800
3016,University of Technology Sydney,2011,NSW,ATN,CTS,133330
3016,University of Technology Sydney,2011,NSW,ATN,RIBG,2080042
3016,University of Technology Sydney,2011,NSW,ATN,RTS,9718959
3016,University of Technology Sydney,2011,NSW,ATN,JRE,4837101
3016,University of Technology Sydney,2011,NSW,ATN,SRE,1334522
3043,University of the Sunshine Coast,2011,QLD,RUN,APA,295447
3043,University of the Sunshine Coast,2011,QLD,RUN,IPRS,61633
3043,University of the Sunshine Coast,2011,QLD,RUN,RIBG,127008
3043,University of the Sunshine Coast,2011,QLD,RUN,RTS,725910
3043,University of the Sunshine Coast,2011,QLD,RUN,JRE,462990
3043,University of the Sunshine Coast,2011,QLD,RUN,SRE,143511
1058,University of Wollongong,2011,NSW,non-aligned,APA,3953126
1058,University of Wollongong,2011,NSW,non-aligned,IPRS,399441
1058,University of Wollongong,2011,NSW,non-aligned,CTS,147302
1058,University of Wollongong,2011,NSW,non-aligned,RIBG,3552964
1058,University of Wollongong,2011,NSW,non-aligned,RTS,11609226
1058,University of Wollongong,2011,NSW,non-aligned,JRE,5667685
1058,University of Wollongong,2011,NSW,non-aligned,SRE,2239263
3007,Victoria University,2011,VIC,non-aligned,APA,1636700
3007,Victoria University,2011,VIC,non-aligned,IPRS,158082
3007,Victoria University,2011,VIC,non-aligned,CTS,64789
3007,Victoria University,2011,VIC,non-aligned,RIBG,222164
3007,Victoria University,2011,VIC,non-aligned,RTS,4766600
3007,Victoria University,2011,VIC,non-aligned,JRE,2354571
3007,Victoria University,2011,VIC,non-aligned,SRE,251029
3004,Western Sydney University,2011,NSW,IRU,APA,2651030
3004,Western Sydney University,2011,NSW,IRU,IPRS,246533
3004,Western Sydney University,2011,NSW,IRU,CTS,89574
3004,Western Sydney University,2011,NSW,IRU,RIBG,1495747
3004,Western Sydney University,2011,NSW,IRU,RTS,7318974
3004,Western Sydney University,2011,NSW,IRU,JRE,3045803
3004,Western Sydney University,2011,NSW,IRU,SRE,1174187
3006,Australian Catholic University,2010,OTHER,non-aligned,APA,598628
3006,Australian Catholic University,2010,OTHER,non-aligned,IPRS,56296
3006,Australian Catholic University,2010,OTHER,non-aligned,CTS,22126
3006,Australian Catholic University,2010,OTHER,non-aligned,RIBG,123425
3006,Australian Catholic University,2010,OTHER,non-aligned,RTS,1684168
3006,Australian Catholic University,2010,OTHER,non-aligned,JRE,654085
3006,Australian Catholic University,2010,OTHER,non-aligned,SRE,283457
2246,Batchelor Institute of Indigenous Tertiary Education,2010,NT,non-aligned,RIBG,47274
2246,Batchelor Institute of Indigenous Tertiary Education,2010,NT,non-aligned,RTS,162470
2246,Batchelor Institute of Indigenous Tertiary Education,2010,NT,non-aligned,JRE,115994
2246,Batchelor Institute of Indigenous Tertiary Education,2010,NT,non-aligned,SRE,231967
3003,Bond University ,2010,QLD,non-aligned,APA,228576
3003,Bond University ,2010,QLD,non-aligned,IPRS,56015
3003,Bond University ,2010,QLD,non-aligned,CTS,22126
3003,Bond University ,2010,QLD,non-aligned,RIBG,181164
3003,Bond University ,2010,QLD,non-aligned,RTS,615435
3003,Bond University ,2010,QLD,non-aligned,JRE,266038
3003,Bond University ,2010,QLD,non-aligned,SRE,322498
2200,Central Queensland University,2010,QLD,RUN,APA,581204
2200,Central Queensland University,2010,QLD,RUN,IPRS,56015
2200,Central Queensland University,2010,QLD,RUN,CTS,22126
2200,Central Queensland University,2010,QLD,RUN,RIBG,197544
2200,Central Queensland University,2010,QLD,RUN,RTS,2320643
2200,Central Queensland University,2010,QLD,RUN,JRE,1337807
2200,Central Queensland University,2010,QLD,RUN,SRE,333574
3001,Charles Darwin University,2010,NT,non-aligned,APA,994756
3001,Charles Darwin University,2010,NT,non-aligned,IPRS,112030
3001,Charles Darwin University,2010,NT,non-aligned,CTS,36663
3001,Charles Darwin University,2010,NT,non-aligned,RIBG,2051806
3001,Charles Darwin University,2010,NT,non-aligned,RTS,3422267
3001,Charles Darwin University,2010,NT,non-aligned,JRE,2398419
3001,Charles Darwin University,2010,NT,non-aligned,SRE,1019378
3005,Charles Sturt University,2010,NSW,RUN,APA,1057929
3005,Charles Sturt University,2010,NSW,RUN,IPRS,112030
3005,Charles Sturt University,2010,NSW,RUN,CTS,40150
3005,Charles Sturt University,2010,NSW,RUN,RIBG,1284938
3005,Charles Sturt University,2010,NSW,RUN,RTS,3504261
3005,Charles Sturt University,2010,NSW,RUN,JRE,1893188
3005,Charles Sturt University,2010,NSW,RUN,SRE,781852
2236,Curtin University,2010,WA,ATN,APA,4218172
2236,Curtin University,2010,WA,ATN,IPRS,514129
2236,Curtin University,2010,WA,ATN,CTS,149746
2236,Curtin University,2010,WA,ATN,RIBG,2580722
2236,Curtin University,2010,WA,ATN,RTS,14581569
2236,Curtin University,2010,WA,ATN,JRE,8304493
2236,Curtin University,2010,WA,ATN,SRE,1249972
3030,Deakin University,2010,VIC,ATN,APA,2677490
3030,Deakin University,2010,VIC,ATN,IPRS,285981
3030,Deakin University,2010,VIC,ATN,CTS,95297
3030,Deakin University,2010,VIC,ATN,RIBG,2083130
3030,Deakin University,2010,VIC,ATN,RTS,9802683
3030,Deakin University,2010,VIC,ATN,JRE,4240017
3030,Deakin University,2010,VIC,ATN,SRE,1008570
2235,Edith Cowan University,2010,WA,non-aligned,APA,1391533
2235,Edith Cowan University,2010,WA,non-aligned,IPRS,168045
2235,Edith Cowan University,2010,WA,non-aligned,CTS,46797
2235,Edith Cowan University,2010,WA,non-aligned,RIBG,370897
2235,Edith Cowan University,2010,WA,non-aligned,RTS,4411620
2235,Edith Cowan University,2010,WA,non-aligned,JRE,2033631
2235,Edith Cowan University,2010,WA,non-aligned,SRE,450790
2154,Federation University Australia,2010,VIC,RUN,APA,534228
2154,Federation University Australia,2010,VIC,RUN,IPRS,56015
2154,Federation University Australia,2010,VIC,RUN,CTS,22126
2154,Federation University Australia,2010,VIC,RUN,RIBG,270207
2154,Federation University Australia,2010,VIC,RUN,RTS,1912575
2154,Federation University Australia,2010,VIC,RUN,JRE,854453
2154,Federation University Australia,2010,VIC,RUN,SRE,382706
3029,Flinders University,2010,SA,IRU,APA,2809670
3029,Flinders University,2010,SA,IRU,IPRS,304449
3029,Flinders University,2010,SA,IRU,CTS,100777
3029,Flinders University,2010,SA,IRU,RIBG,3058101
3029,Flinders University,2010,SA,IRU,RTS,10188915
3029,Flinders University,2010,SA,IRU,JRE,6075050
3029,Flinders University,2010,SA,IRU,SRE,1359450
3032,Griffith University,2010,QLD,IRU,APA,3619096
3032,Griffith University,2010,QLD,IRU,IPRS,403223
3032,Griffith University,2010,QLD,IRU,CTS,122265
3032,Griffith University,2010,QLD,IRU,RIBG,2817437
3032,Griffith University,2010,QLD,IRU,RTS,12962657
3032,Griffith University,2010,QLD,IRU,JRE,6587214
3032,Griffith University,2010,QLD,IRU,SRE,1192170
1019,James Cook University,2010,QLD,IRU,APA,1941237
1019,James Cook University,2010,QLD,IRU,IPRS,255074
1019,James Cook University,2010,QLD,IRU,CTS,59424
1019,James Cook University,2010,QLD,IRU,RIBG,2589894
1019,James Cook University,2010,QLD,IRU,RTS,8090264
1019,James Cook University,2010,QLD,IRU,JRE,3760506
1019,James Cook University,2010,QLD,IRU,SRE,1153382
3020,La Trobe University,2010,VIC,IRU,APA,3036493
3020,La Trobe University,2010,VIC,IRU,IPRS,336091
3020,La Trobe University,2010,VIC,IRU,CTS,97768
3020,La Trobe University,2010,VIC,IRU,RIBG,2611597
3020,La Trobe University,2010,VIC,IRU,RTS,11411616
3020,La Trobe University,2010,VIC,IRU,JRE,5887101
3020,La Trobe University,2010,VIC,IRU,SRE,1119288
3025,Macquarie University,2010,NSW,non-aligned,APA,3484517
3025,Macquarie University,2010,NSW,non-aligned,IPRS,410059
3025,Macquarie University,2010,NSW,non-aligned,CTS,125384
3025,Macquarie University,2010,NSW,non-aligned,RIBG,2877982
3025,Macquarie University,2010,NSW,non-aligned,RTS,11533105
3025,Macquarie University,2010,NSW,non-aligned,JRE,5689009
3025,Macquarie University,2010,NSW,non-aligned,SRE,1409432
3035,Monash University,2010,VIC,Go8,APA,12556715
3035,Monash University,2010,VIC,Go8,IPRS,1389261
3035,Monash University,2010,VIC,Go8,CTS,433475
3035,Monash University,2010,VIC,Go8,RIBG,19682892
3035,Monash University,2010,VIC,Go8,RTS,45709499
3035,Monash University,2010,VIC,Go8,JRE,25068279
3035,Monash University,2010,VIC,Go8,SRE,6395274
1034,Murdoch University,2010,WA,IRU,APA,2141139
1034,Murdoch University,2010,WA,IRU,IPRS,264255
1034,Murdoch University,2010,WA,IRU,CTS,63646
1034,Murdoch University,2010,WA,IRU,RIBG,1959934
1034,Murdoch University,2010,WA,IRU,RTS,8844317
1034,Murdoch University,2010,WA,IRU,JRE,4963336
1034,Murdoch University,2010,WA,IRU,SRE,871150
3042,Queensland University of Technology,2010,QLD,non-aligned,APA,4423672
3042,Queensland University of Technology,2010,QLD,non-aligned,IPRS,500762
3042,Queensland University of Technology,2010,QLD,non-aligned,CTS,159537
3042,Queensland University of Technology,2010,QLD,non-aligned,RIBG,3349629
3042,Queensland University of Technology,2010,QLD,non-aligned,RTS,15174144
3042,Queensland University of Technology,2010,QLD,non-aligned,JRE,7705942
3042,Queensland University of Technology,2010,QLD,non-aligned,SRE,1421363
3034,Royal Melbourne Institute of Technology,2010,VIC,ATN,APA,3921447
3034,Royal Melbourne Institute of Technology,2010,VIC,ATN,IPRS,459239
3034,Royal Melbourne Institute of Technology,2010,VIC,ATN,CTS,133544
3034,Royal Melbourne Institute of Technology,2010,VIC,ATN,RIBG,1729006
3034,Royal Melbourne Institute of Technology,2010,VIC,ATN,RTS,14240003
3034,Royal Melbourne Institute of Technology,2010,VIC,ATN,JRE,5369309
3034,Royal Melbourne Institute of Technology,2010,VIC,ATN,SRE,912835
3038,Southern Cross University,2010,NSW,RUN,APA,1066381
3038,Southern Cross University,2010,NSW,RUN,IPRS,112030
3038,Southern Cross University,2010,NSW,RUN,CTS,35461
3038,Southern Cross University,2010,NSW,RUN,RIBG,363294
3038,Southern Cross University,2010,NSW,RUN,RTS,3435352
3038,Southern Cross University,2010,NSW,RUN,JRE,1674557
3038,Southern Cross University,2010,NSW,RUN,SRE,445649
2177,Swinburne University of Technology,2010,VIC,non-aligned,APA,1620109
2177,Swinburne University of Technology,2010,VIC,non-aligned,IPRS,190139
2177,Swinburne University of Technology,2010,VIC,non-aligned,CTS,55225
2177,Swinburne University of Technology,2010,VIC,non-aligned,RIBG,1283473
2177,Swinburne University of Technology,2010,VIC,non-aligned,RTS,6499448
2177,Swinburne University of Technology,2010,VIC,non-aligned,JRE,2617851
2177,Swinburne University of Technology,2010,VIC,non-aligned,SRE,792433
3033,The Australian National University,2010,ACT,Go8,APA,8609274
3033,The Australian National University,2010,ACT,Go8,IPRS,1128405
3033,The Australian National University,2010,ACT,Go8,CTS,291651
3033,The Australian National University,2010,ACT,Go8,RIBG,15074236
3033,The Australian National University,2010,ACT,Go8,RTS,32716587
3033,The Australian National University,2010,ACT,Go8,JRE,16463070
3033,The Australian National University,2010,ACT,Go8,SRE,5672305
3010,The University of Adelaide,2010,SA,Go8,APA,7079037
3010,The University of Adelaide,2010,SA,Go8,IPRS,805721
3010,The University of Adelaide,2010,SA,Go8,CTS,251097
3010,The University of Adelaide,2010,SA,Go8,RIBG,12837523
3010,The University of Adelaide,2010,SA,Go8,RTS,28071685
3010,The University of Adelaide,2010,SA,Go8,JRE,15271100
3010,The University of Adelaide,2010,SA,Go8,SRE,4550618
3036,The University of Melbourne,2010,VIC,Go8,APA,18155179
3036,The University of Melbourne,2010,VIC,Go8,IPRS,2312649
3036,The University of Melbourne,2010,VIC,Go8,CTS,621763
3036,The University of Melbourne,2010,VIC,Go8,RIBG,30331384
3036,The University of Melbourne,2010,VIC,Go8,RTS,69701704
3036,The University of Melbourne,2010,VIC,Go8,JRE,37170658
3036,The University of Melbourne,2010,VIC,Go8,SRE,10621955
3044,The University of Notre Dame Australia,2010,WA,non-aligned,APA,92726
3044,The University of Notre Dame Australia,2010,WA,non-aligned,IPRS,56015
3044,The University of Notre Dame Australia,2010,WA,non-aligned,CTS,22126
3044,The University of Notre Dame Australia,2010,WA,non-aligned,RIBG,77494
3044,The University of Notre Dame Australia,2010,WA,non-aligned,RTS,314395
3044,The University of Notre Dame Australia,2010,WA,non-aligned,JRE,148055
3044,The University of Notre Dame Australia,2010,WA,non-aligned,SRE,252398
3019,The University of Queensland,2010,QLD,Go8,APA,14135455
3019,The University of Queensland,2010,QLD,Go8,IPRS,1908114
3019,The University of Queensland,2010,QLD,Go8,CTS,492699
3019,The University of Queensland,2010,QLD,Go8,RIBG,24062928
3019,The University of Queensland,2010,QLD,Go8,RTS,54167156
3019,The University of Queensland,2010,QLD,Go8,JRE,28115762
3019,The University of Queensland,2010,QLD,Go8,SRE,7697797
3040,The University of Sydney,2010,NSW,Go8,APA,17037387
3040,The University of Sydney,2010,NSW,Go8,IPRS,2105048
3040,The University of Sydney,2010,NSW,Go8,CTS,584764
3040,The University of Sydney,2010,NSW,Go8,RIBG,26844855
3040,The University of Sydney,2010,NSW,Go8,RTS,62640738
3040,The University of Sydney,2010,NSW,Go8,JRE,36803110
3040,The University of Sydney,2010,NSW,Go8,SRE,9827075
1055,The University of Western Australia,2010,WA,Go8,APA,8310298
1055,The University of Western Australia,2010,WA,Go8,IPRS,1055154
1055,The University of Western Australia,2010,WA,Go8,CTS,280355
1055,The University of Western Australia,2010,WA,Go8,RIBG,14195158
1055,The University of Western Australia,2010,WA,Go8,RTS,32361893
1055,The University of Western Australia,2010,WA,Go8,JRE,16803486
1055,The University of Western Australia,2010,WA,Go8,SRE,4856775
2241,University of Canberra,2010,ACT,IRU,APA,859454
2241,University of Canberra,2010,ACT,IRU,IPRS,100913
2241,University of Canberra,2010,ACT,IRU,CTS,31073
2241,University of Canberra,2010,ACT,IRU,RIBG,518386
2241,University of Canberra,2010,ACT,IRU,RTS,2717824
2241,University of Canberra,2010,ACT,IRU,JRE,1639137
2241,University of Canberra,2010,ACT,IRU,SRE,540964
4331,University of Divinity,2010,VIC,non-aligned,APA,172427
4331,University of Divinity,2010,VIC,non-aligned,IPRS,56015
4331,University of Divinity,2010,VIC,non-aligned,CTS,22126
4331,University of Divinity,2010,VIC,non-aligned,RTS,582121
4331,University of Divinity,2010,VIC,non-aligned,JRE,284282
4331,University of Divinity,2010,VIC,non-aligned,SRE,200000
3039,University of New England,2010,NSW,RUN,APA,2050362
3039,University of New England,2010,NSW,RUN,IPRS,224061
3039,University of New England,2010,NSW,RUN,CTS,65740
3039,University of New England,2010,NSW,RUN,RIBG,1250494
3039,University of New England,2010,NSW,RUN,RTS,7331118
3039,University of New England,2010,NSW,RUN,JRE,3072020
3039,University of New England,2010,NSW,RUN,SRE,773188
3013,University of New South Wales,2010,NSW,Go8,APA,14116147
3013,University of New South Wales,2010,NSW,Go8,IPRS,1789715
3013,University of New South Wales,2010,NSW,Go8,CTS,489718
3013,University of New South Wales,2010,NSW,Go8,RIBG,18981436
3013,University of New South Wales,2010,NSW,Go8,RTS,53196026
3013,University of New South Wales,2010,NSW,Go8,JRE,27265274
3013,University of New South Wales,2010,NSW,Go8,SRE,7151329
3014,University of Newcastle,2010,NSW,ATN,APA,3987922
3014,University of Newcastle,2010,NSW,ATN,IPRS,448121
3014,University of Newcastle,2010,NSW,ATN,CTS,134406
3014,University of Newcastle,2010,NSW,ATN,RIBG,5017151
3014,University of Newcastle,2010,NSW,ATN,RTS,14473950
3014,University of Newcastle,2010,NSW,ATN,JRE,8329782
3014,University of Newcastle,2010,NSW,ATN,SRE,1985002
3027,University of South Australia,2010,SA,ATN,APA,3273017
3027,University of South Australia,2010,SA,ATN,IPRS,367733
3027,University of South Australia,2010,SA,ATN,CTS,114094
3027,University of South Australia,2010,SA,ATN,RIBG,2383251
3027,University of South Australia,2010,SA,ATN,RTS,11276538
3027,University of South Australia,2010,SA,ATN,JRE,6631305
3027,University of South Australia,2010,SA,ATN,SRE,1091743
2201,University of Southern Queensland,2010,QLD,RUN,APA,660228
2201,University of Southern Queensland,2010,QLD,RUN,IPRS,56015
2201,University of Southern Queensland,2010,QLD,RUN,CTS,24606
2201,University of Southern Queensland,2010,QLD,RUN,RIBG,273626
2201,University of Southern Queensland,2010,QLD,RUN,RTS,2202845
2201,University of Southern Queensland,2010,QLD,RUN,JRE,1123569
2201,University of Southern Queensland,2010,QLD,RUN,SRE,385018
3045,University of Tasmania,2010,TAS,non-aligned,APA,3677495
3045,University of Tasmania,2010,TAS,non-aligned,IPRS,416963
3045,University of Tasmania,2010,TAS,non-aligned,CTS,120806
